"case","group","value"
"n03",1,50.4574874538389
"n03",1,44.8858669059928
"n03",1,45.839755791079
"n03",1,53.5041740749757
"n03",1,55.6432389989806
"n03",1,51.2414681369683
"n03",1,38.9418841188477
"n03",1,45.7290605247868
"n03",1,42.5508580844619
"n03",1,52.3565450631923
"n03",1,47.9487764565247
"n03",1,43.750268465743
"n03",1,48.0774704495927
"n03",1,44.4799852862042
"n03",1,51.3637847314963
"n03",1,50.1993393812503
"n03",1,50.2386956977356
"n03",1,51.5243311851374
"n03",1,46.1148731003057
"n03",1,47.4992335918162
"n03",1,49.92377270073
"n03",1,47.4455060617117
"n03",1,43.7821492681538
"n03",1,44.324695993914
"n03",1,39.5274174082663
"n03",1,54.9050080573315
"n03",1,61.4506963864431
"n03",1,52.6137269280934
"n03",1,52.2078991961497
"n03",1,49.6541037360964
"n03",1,55.93916430621
"n03",1,46.523098615675
"n03",1,45.749959366185
"n03",1,49.5973372298791
"n03",1,47.3960367873852
"n03",1,48.5872496615714
"n03",1,43.7346997970997
"n03",1,53.1298914550092
"n03",1,48.2630439018492
"n03",2,89.0970264368428
"n03",2,48.2847803098736
"n03",2,32.1741738204989
"n03",2,11.754490458464
"n03",2,47.5734110437048
"n03",2,53.4923696431416
"n03",2,65.6301271471649
"n03",2,101.267198589155
"n03",2,14.3166817243909
"n03",2,11.6382152779563
"n03",2,71.8630571572433
"n03",2,50.8791764721587
"n03",2,100.25335849049
"n03",2,68.7676557826928
"n03",2,45.0001269245735
"n03",2,-13.5745782354452
"n03",2,85.1588616616555
"n03",2,55.7577278596406
"n03",2,-10.9494146135972
"n03",2,33.5801517672088
"n03",2,35.3959555760175
"n03",2,53.8671709662932
"n03",2,31.8666702435392
"n03",2,41.9300980695812
"n03",2,96.3199967167495
"n03",2,44.8391103938053
"n03",2,58.7434017255547
"n03",2,62.5134586450581
"n03",2,71.6991345740217
"n03",2,84.0390862309639
"n03",2,60.4796638695362
"n03",2,87.3137615911911
"n03",2,47.2494173112962
"n03",2,22.8596621272861
"n03",2,88.3667803399181
"n03",2,66.5828999988697
"n03",2,77.5917381934736
"n03",2,48.4468940955816
"n03",2,52.5153465923177
"n03",2,67.1079449106227
"n03",2,49.0541542765532
"n03",2,61.2851177143195
"n03",2,47.76303910429
"n03",2,70.7122886072756
"n03",2,80.5581507459634
"n03",2,4.34979918360085
"n03",2,67.5176458161252
"n03",2,64.9058732356277
"n03",2,58.2968119899589
"n03",2,72.7357957436768
"n03",2,51.8375209782437
"n03",2,55.2443483798123
"n03",2,90.5628169607251
"n03",2,95.2901955610939
"n03",2,110.136105842417
"n03",2,69.5570978849738
"n03",2,61.0152282122352
"n03",2,61.0310487251302
"n03",2,77.1458443978932
"n03",2,57.8529616319841
"n04",1,0.561617170180959
"n04",1,1.25699537431413
"n04",1,3.5123579330479
"n04",1,2.215764404365
"n04",1,0.834597243061544
"n04",1,-0.388880500656091
"n04",1,0.825045259081794
"n04",1,1.72479379603916
"n04",1,1.66123263896161
"n04",1,1.00378027812152
"n04",1,0.626453002731151
"n04",1,0.786573267875579
"n04",1,0.801645522809089
"n04",1,-1.28253563838284
"n04",1,0.328302168925836
"n04",1,0.57802121928149
"n04",1,0.528323845298632
"n04",1,1.18400457096836
"n04",1,0.57147293735116
"n04",1,1.22876965581363
"n04",1,0.0825740379187709
"n04",1,1.79666130126761
"n04",1,1.23352699090079
"n04",1,0.487968625160951
"n04",1,1.62451611074077
"n04",1,2.71094838183691
"n04",1,2.90102020048854
"n04",1,1.80017850902683
"n04",1,1.39799705290442
"n04",1,2.14576724950157
"n04",1,-0.178278292375876
"n04",1,1.50461362032104
"n04",1,-0.0505207788704973
"n04",1,2.44252308737875
"n04",1,0.34615907337491
"n04",1,-0.616147391483851
"n04",1,0.899681204947523
"n04",1,-0.299377624179821
"n04",1,-0.0445797088339945
"n04",1,0.420375649304844
"n04",1,2.91106070015785
"n04",1,2.20833171001618
"n04",1,1.51352275491845
"n04",1,1.78449012185016
"n04",1,1.10624861654676
"n04",1,1.67387497871414
"n04",1,1.90870061409372
"n04",1,-0.241539834163714
"n04",1,-1.61553924255791
"n04",1,1.89828591823684
"n04",1,-0.778145479903609
"n04",1,0.181823793148053
"n04",1,1.4075166817422
"n04",1,0.32219422077716
"n04",1,2.33680482292156
"n04",1,-0.533154090938708
"n04",1,1.60631594338755
"n04",1,-0.977812517086177
"n04",1,0.0688445273643099
"n04",1,2.10119006621456
"n04",1,-0.174827519838838
"n04",1,-0.103909365107907
"n04",1,1.45793647040837
"n04",1,1.40597501369087
"n04",1,1.20540746541121
"n04",1,1.11721642424146
"n04",1,1.56909656365244
"n04",1,1.97975265859762
"n04",1,1.83926030657997
"n04",1,2.29530530359968
"n04",1,3.349772557343
"n04",1,2.27950374609681
"n04",1,0.118516723815052
"n04",1,0.889632664247499
"n04",1,1.39350014818915
"n04",1,-0.453625181523999
"n04",1,1.12818280843416
"n04",1,2.87684820177525
"n04",1,0.62356462931111
"n04",1,0.651535123718512
"n04",1,1.16802853906179
"n04",1,0.190838848969307
"n04",1,1.27226954952377
"n04",1,3.09778684384136
"n04",1,1.61436573583108
"n04",1,1.28884506951561
"n04",1,-0.898124492060221
"n04",1,-0.461111715370835
"n04",1,1.42521201065735
"n04",1,-0.38786507032222
"n04",1,0.928752564141708
"n04",1,1.2938723077082
"n04",1,-0.584095803115855
"n04",1,0.817770115342435
"n04",1,0.363463920249443
"n04",1,0.316459415410121
"n04",1,1.93839073351054
"n04",1,-0.272670491814405
"n04",1,-0.889689798842048
"n04",1,1.14774187470689
"n04",1,-0.141466983957716
"n04",1,0.289794639625522
"n04",1,1.48784353063684
"n04",1,0.651898019601882
"n04",1,0.578984933955068
"n04",1,1.88715840266662
"n04",1,1.63706694133845
"n04",1,1.74131792429236
"n04",1,0.730293827206671
"n04",1,2.0335310825923
"n04",1,0.765067407026168
"n04",1,1.36240512556058
"n04",1,-0.19419951821747
"n04",1,-0.356617880843965
"n04",1,0.272634621035254
"n04",1,-0.63579802353945
"n04",1,-0.366590955406267
"n04",1,-0.30893861829472
"n04",1,1.55366362005787
"n04",1,0.146668502030292
"n04",1,0.852722247720226
"n04",1,0.831626551696436
"n04",1,0.440972985529701
"n04",1,0.779125507489848
"n04",1,0.426004949673774
"n04",1,0.55702204902262
"n04",1,2.27020514713406
"n04",1,-0.14123184293603
"n04",1,2.94397800017273
"n04",1,2.31604265924742
"n04",1,0.856468653622656
"n04",1,2.00122982258838
"n04",1,0.990732346316732
"n04",1,0.67443870235561
"n04",1,0.71271516579833
"n04",1,0.96178235394169
"n04",1,1.78204863895702
"n04",1,1.2151995116649
"n04",1,0.348607738018008
"n04",1,2.08555899835389
"n04",1,0.295466030746898
"n04",1,0.247989143088321
"n04",1,0.709735373854394
"n04",1,0.741959218234121
"n04",1,0.437171791656724
"n04",1,0.53148907849311
"n04",1,1.11578425628793
"n04",1,0.827482402800808
"n04",1,0.553855991718466
"n04",1,0.442757776898268
"n04",1,3.06967304837957
"n04",1,-0.34056076360335
"n04",1,-0.40558916203888
"n04",1,2.57224167879371
"n04",1,1.54243444834912
"n04",1,1.72374785163022
"n04",1,-0.0602722425516555
"n04",1,0.923500792610914
"n04",1,2.00513747425729
"n04",1,0.994511680102121
"n04",1,0.926929146062027
"n04",1,0.351912041185227
"n04",1,0.393474814400865
"n04",1,1.76466380331998
"n04",1,1.63348948493033
"n04",1,0.815198641207169
"n04",1,1.96707023539766
"n04",1,1.00025686172513
"n04",1,0.0918804754022142
"n04",1,0.725143691079771
"n04",1,-0.499272764103493
"n04",1,-0.0454474011129655
"n04",1,-0.0855114053252557
"n04",1,1.58614272646257
"n04",1,1.79225516459495
"n04",1,0.0426400283838282
"n04",1,-0.811427102329456
"n04",1,1.0934360246955
"n04",1,1.30109695900418
"n04",1,-0.0209909142502416
"n04",1,-0.557095903715885
"n04",1,1.32092227638791
"n04",1,2.8686870081449
"n04",1,2.63532429079124
"n04",1,0.445208145067924
"n04",1,3.64717544334424
"n04",1,2.27430132260377
"n04",1,1.50271012959637
"n04",1,-0.378877523300923
"n04",1,1.35597549386559
"n04",1,2.47960539044318
"n04",1,0.438698846238397
"n04",1,-0.098425071299737
"n04",1,0.64693488389086
"n04",1,-0.685967373124963
"n04",1,1.77556865010008
"n04",1,0.289011123715851
"n04",1,-0.520758129788654
"n04",1,1.46910288094911
"n04",1,1.91131738261742
"n04",2,1.66191890849234
"n04",2,1.16433911970371
"n04",2,0.576481729514077
"n04",2,2.07990403989831
"n04",2,0.405924035579536
"n04",2,1.27748365222321
"n04",2,0.591533311801316
"n04",2,0.231038804394901
"n04",2,1.23006648369939
"n04",2,1.45238367268421
"n04",2,1.37532269588986
"n04",2,1.23121847419115
"n04",2,1.46588639015668
"n04",2,1.37284613208407
"n04",2,0.0317543130628068
"n04",2,0.149890764378649
"n04",2,0.474117507332559
"n04",2,1.66096895054398
"n04",2,0.818220522268773
"n04",2,0.96008391219827
"n04",2,1.81737175506662
"n04",2,0.672414226001692
"n04",2,2.21722068771013
"n04",2,0.396692107502233
"n04",2,1.87282256896566
"n04",2,3.49692846495912
"n04",2,1.27078699591556
"n04",2,1.24256461426495
"n04",2,1.32596425554349
"n04",2,-1.08967810603694
"n05",1,0.891323732086768
"n05",1,-2.39435093221029
"n05",1,0.256852925536838
"n05",2,2.29521902522304
"n05",2,-0.316362079197885
"n05",2,0.771094872350088
"n05",2,2.28561907855573
"n06",1,1.48152235874352
"n06",1,0.8028487807407
"n06",1,0.810589632900127
"n06",1,1.03357477260313
"n06",1,0.511354747840726
"n06",1,0.559697977107796
"n06",1,0.423377638585181
"n06",1,0.299786663344789
"n06",1,1.16693616285644
"n06",1,0.858473414744602
"n06",1,0.827213662365973
"n06",1,0.787187415120102
"n06",1,1.00615040923524
"n06",1,1.54108239884835
"n06",1,1.34026964969972
"n06",1,0.843978368712522
"n06",1,1.07280412524811
"n06",1,1.28990162892054
"n06",1,1.44544790239964
"n06",1,0.881385369648998
"n06",1,0.706702084746414
"n06",1,1.05621597984805
"n06",1,2.04806201830807
"n06",1,0.512564442939422
"n06",1,1.95631079126954
"n06",1,1.48401837618217
"n06",1,0.525793933983178
"n06",1,0.802321529265444
"n06",1,0.773137396072687
"n06",1,0.992820382119487
"n06",1,1.44467687782858
"n06",1,0.583552095566959
"n06",1,1.16603285828738
"n06",1,1.2547739656292
"n06",1,1.30731396613904
"n06",1,1.03299878870693
"n06",1,1.82800535607216
"n06",1,1.24662144892958
"n06",1,0.790989132302073
"n06",1,0.866228496769165
"n06",2,1.01923338435361
"n06",2,4.45935979938168
"n06",2,3.77186939240889
"n06",2,2.66460273959963
"n06",2,4.40160211634345
"n06",2,3.10477142603378
"n06",2,2.01511935254367
"n06",2,2.68038065438019
"n06",2,1.20691326602429
"n06",2,2.49296045457542
"n06",2,0.925287835322916
"n06",2,0.734257988334608
"n06",2,1.71699020851766
"n06",2,2.8559399366556
"n06",2,1.47496328887077
"n06",2,1.78429710782376
"n06",2,2.23848623431598
"n06",2,4.54154092648037
"n06",2,1.42005956445129
"n06",2,1.85624444442617
"n06",2,3.82867891831221
"n06",2,0.8884326082555
"n06",2,2.79717497610006
"n06",2,1.64332670256351
"n06",2,1.09510762910837
"n06",2,1.36144157599406
"n06",2,1.22095949166386
"n06",2,2.41241712437859
"n06",2,1.36939890397053
"n06",2,1.83289150391453
"n06",2,1.97605938197942
"n06",2,3.02358116426277
"n06",2,2.13876263041946
"n06",2,1.85411550555723
"n06",2,1.8936103421478
"n06",2,4.07823083321718
"n06",2,1.40468579073586
"n06",2,3.06156675257996
"n06",2,2.13063847927831
"n06",2,3.81372134325091
"n07",1,1.15470074382794
"n07",1,0.760970304657034
"n07",1,1.63928554317082
"n07",1,0.890417359118231
"n07",1,1.48828920449884
"n07",1,2.41323778723285
"n07",1,1.46137593458437
"n07",1,2.38932745712285
"n07",1,0.626146214785623
"n07",1,2.25107616544795
"n07",1,0.835261318080059
"n07",1,1.06111617700762
"n07",1,2.82161801807506
"n07",1,2.60781194988364
"n07",1,0.434240472599194
"n07",1,0.884062776981539
"n07",1,0.268675611540689
"n07",1,1.24082791094106
"n07",1,3.55330010938492
"n07",1,1.64946383676361
"n07",1,1.1209911774283
"n07",1,2.40558794762467
"n07",1,1.71477333729393
"n07",1,3.90740150350021
"n07",1,0.698317200539294
"n07",1,0.980169792846083
"n07",1,1.12527985823836
"n07",1,0.625032040938445
"n07",1,3.32760854033136
"n07",1,0.447255227266286
"n07",1,5.90568695480552
"n07",1,1.71998504624977
"n07",1,1.14935313849757
"n07",1,1.14648509447385
"n07",1,0.0448503556040369
"n07",1,3.87709434613468
"n07",1,1.21532627798921
"n07",1,2.1414121175502
"n07",1,0.948027639954729
"n07",1,1.0852452482961
"n07",2,2.95222509234886
"n07",2,0.119029347788077
"n07",2,0.660186954539758
"n07",2,1.65587118684861
"n07",2,1.32902734436697
"n07",2,2.15577412434174
"n07",2,0.820593043859648
"n07",2,0.690727832442872
"n07",2,0.570285919564218
"n07",2,1.53153084004732
"n07",2,0.197701531397763
"n07",2,1.0426975028008
"n07",2,1.71396554067737
"n07",2,1.5183691880032
"n07",2,1.16145812242368
"n07",2,1.9259161349009
"n07",2,2.29220036873299
"n07",2,2.82640801042322
"n07",2,1.50755560284676
"n07",2,0.294074740794388
"n07",2,0.658526997316355
"n07",2,3.08012451821607
"n07",2,0.869022302501875
"n07",2,0.200976080525728
"n07",2,0.633490017048808
"n07",2,0.762775770093005
"n07",2,0.278986484376054
"n07",2,0.927282216431482
"n07",2,0.69621890371522
"n07",2,0.487931085398484
"n07",2,4.78279335722623
"n07",2,1.25565301609756
"n07",2,1.93814260027611
"n07",2,0.799430170336601
"n07",2,0.659154610553808
"n07",2,3.09789972292281
"n07",2,0.174633983918466
"n07",2,1.01660664798754
"n07",2,2.47392035662385
"n07",2,1.83392131820365
"n08",1,2.50334103024545
"n08",1,0.731594312936068
"n08",1,0.11234756938253
"n08",1,0.880756955331075
"n08",1,0.227119407776419
"n08",1,6.00146412815819
"n08",1,7.21271219970631
"n08",1,0.865136190317571
"n08",1,0.662871793843806
"n08",1,1.89968824478608
"n08",1,2.63619984491708
"n08",1,3.46014840325235
"n08",1,1.88562627500835
"n08",1,2.8541905932951
"n08",1,0.493218200281262
"n08",1,0.881044692359865
"n08",1,0.338688963473192
"n08",1,0.196050066802475
"n08",1,0.407640882530617
"n08",1,0.743775712983061
"n08",1,5.19724085276156
"n08",1,0.665213221684098
"n08",1,0.159982010475433
"n08",1,2.45565570509973
"n08",1,2.05414746320787
"n08",1,1.95584106512561
"n08",1,0.508739050477743
"n08",1,3.49188623188024
"n08",1,0.556901825591922
"n08",1,4.22227768202252
"n08",1,0.618519698186028
"n08",1,1.4683644491339
"n08",1,1.78233105494621
"n08",1,5.54212998946138
"n08",1,3.05491493039322
"n08",1,1.98419823754599
"n08",1,2.50944537620095
"n08",1,0.232044470476103
"n08",1,0.575520941987634
"n08",1,1.06551344022688
"n08",1,1.47628066370353
"n08",1,0.361493298783898
"n08",1,3.23465373722797
"n08",1,0.308054827025518
"n08",1,2.24175951994004
"n08",1,0.732897700748013
"n08",1,1.86145580737832
"n08",1,0.190369208091694
"n08",1,3.37481157092338
"n08",1,1.63400204724675
"n08",2,1.50761534459889
"n08",2,0.470160165180763
"n08",2,4.9473168015163
"n08",2,1.24263590201735
"n08",2,3.0956217458934
"n08",2,3.55587405138616
"n08",2,0.700133167077965
"n08",2,1.23857646870116
"n08",2,1.16282316700866
"n08",2,5.66606216104635
"n08",2,0.00122246594710869
"n08",2,3.90561374200785
"n08",2,4.92498076803295
"n08",2,6.53318380908974
"n08",2,5.32101040063192
"n08",2,2.09479634960492
"n08",2,0.612735361200469
"n08",2,3.3601290079296
"n08",2,4.56816208534841
"n08",2,5.1967416550662
"n08",2,0.935063203796744
"n08",2,0.0597561860639713
"n08",2,0.399025543708647
"n08",2,1.73702455746631
"n08",2,2.98315554222369
"n08",2,4.9419053889494
"n08",2,0.804832212937375
"n08",2,4.44501444372936
"n08",2,7.88489162259015
"n08",2,6.54768335915415
"n08",2,0.620929775759578
"n08",2,0.0677397008985281
"n08",2,0.270574237219989
"n08",2,4.13232186484738
"n08",2,0.293314765536831
"n08",2,0.273936898447573
"n08",2,2.80899997165704
"n08",2,0.239243251271546
"n08",2,0.845700376667082
"n08",2,2.90824980771446
"n08",2,2.24553022999316
"n08",2,1.64137597661465
"n08",2,0.558706382157514
"n08",2,1.88734666599582
"n08",2,7.25550350156535
"n08",2,3.22256688945893
"n08",2,3.56945600967511
"n08",2,3.95907795593693
"n08",2,15.5912021414978
"n08",2,3.03619614788298
"n09",1,0.739595540799201
"n09",1,0.873402426484972
"n09",1,0.638580216327682
"n09",1,0.294098716462031
"n09",1,0.204129787860438
"n09",1,0.154311731923372
"n09",1,0.958820042898878
"n09",1,0.062526248395443
"n09",1,0.986065928358585
"n09",1,0.981978225987405
"n09",1,0.961056025931612
"n09",1,0.643137112492695
"n09",1,0.590790822403505
"n09",1,0.43887914926745
"n09",1,0.902619762578979
"n09",1,0.967527930857614
"n09",1,0.553463401738554
"n09",1,0.801237953593954
"n09",1,0.544819932896644
"n09",1,0.592238683952019
"n09",1,0.767570151481777
"n09",1,0.322626781184226
"n09",1,0.499372740276158
"n09",1,0.462810494704172
"n09",1,0.280673255445436
"n09",1,0.551148538710549
"n09",1,0.2423392215278
"n09",1,0.488804357592016
"n09",1,0.541447122115642
"n09",1,0.159448965452611
"n09",1,0.867662901291624
"n09",1,0.131750548491254
"n09",1,0.94034496601671
"n09",1,0.135485087288544
"n09",1,0.96647372469306
"n09",2,1.09157736948691
"n09",2,0.987439967691898
"n09",2,1.34498490649275
"n09",2,1.08143594674766
"n09",2,1.27500591357239
"n09",2,0.760693569667637
"n09",2,1.32935487339273
"n09",2,0.556142835412174
"n09",2,1.31500700698234
"n09",2,1.37284327694215
"n09",2,1.02014918811619
"n09",2,1.19857050897554
"n09",2,0.504880465334281
"n09",2,0.687556922901422
"n09",2,0.532933497568592
"n09",2,1.27497156546451
"n09",2,1.04333963105455
"n09",2,0.515760980313644
"n09",2,0.790551774436608
"n09",2,0.732475429307669
"n09",2,1.0182260053698
"n09",2,0.788586950860918
"n09",2,1.02537382347509
"n09",2,1.10807135188952
"n09",2,0.509513109922409
"n09",2,0.571592131163925
"n09",2,1.20598775357939
"n09",2,0.780127637321129
"n09",2,1.23990399087779
"n09",2,1.12489900016226
"n09",2,0.534688101382926
"n09",2,0.954256581375375
"n09",2,0.583598738769069
"n09",2,1.3258693527896
"n09",2,1.47429647855461
"n10",1,-0.421790029210861
"n10",1,-2.21609549132179
"n10",1,-0.0575996431426255
"n10",1,1.50830478003402
"n10",1,0.725781002163448
"n10",1,-1.71335865610705
"n10",1,0.478734168322209
"n10",1,-0.343884471861425
"n10",1,1.92596748923517
"n10",1,1.32747477799653
"n10",1,0.482585143118876
"n10",1,-0.127096381488491
"n10",1,-0.337277236108366
"n10",1,-1.92882328959867
"n10",1,1.01046178681601
"n10",1,-0.27237101486459
"n10",1,0.226729622896325
"n10",1,0.214857817283971
"n10",1,-0.388543891000246
"n10",1,4.57418272259159
"n10",1,0.368740629514484
"n10",1,-0.481988705958443
"n10",1,-1.59425116356179
"n10",1,-0.962885484072876
"n10",1,-0.358405322617929
"n10",1,-1.03590940696914
"n10",1,0.723784331470575
"n10",1,0.595548584447097
"n10",1,0.556548049150645
"n10",1,0.099438666229674
"n10",1,0.683078934251315
"n10",1,-1.47121264135381
"n10",1,-1.11839066700411
"n10",1,0.567740903169663
"n10",1,1.27046462316615
"n10",1,0.380970116640425
"n10",1,1.63756806612942
"n10",1,-1.92092719031643
"n10",1,-0.319579992664812
"n10",1,1.27457349134413
"n10",1,-0.0373895094924231
"n10",1,-0.850443301958406
"n10",1,-0.922728410127779
"n10",1,0.997119772689249
"n10",1,0.588083105274557
"n10",2,0.322489185945517
"n10",2,0.310810541152679
"n10",2,0.608073732989967
"n10",2,0.665459004619426
"n10",2,2.10293325571594
"n10",2,2.18767727642786
"n10",2,2.47866298758034
"n10",2,0.399230908914036
"n10",2,1.33405655998524
"n10",2,1.4632165662428
"n10",2,-1.82099055366061
"n10",2,1.82599936642207
"n10",2,0.165899038400177
"n10",2,-4.3576038154293
"n10",2,-0.123355929381966
"n10",2,2.68905510922662
"n10",2,-0.923864582322995
"n10",2,1.19606173883889
"n10",2,-0.548048843232869
"n10",2,0.687537084880178
"n10",2,1.52992761854754
"n10",2,0.329697348307884
"n10",2,1.70772252257558
"n10",2,0.746285500314384
"n10",2,0.939058976141435
"n10",2,0.571512705934201
"n10",2,-0.00553930246099776
"n10",2,1.32411122579987
"n10",2,1.33326402098656
"n10",2,1.05365069317837
"n10",2,0.227710791372002
"n10",2,5.24205000386491
"n10",2,2.46463600174623
"n10",2,2.17698699894759
"n10",2,0.604844473172474
"n10",2,1.26497293862266
"n10",2,-1.40285815502701
"n10",2,3.84070325100245
"n10",2,2.86437718234494
"n10",2,5.49454227913315
"n10",2,0.817953607211035
"n10",2,2.60345052561708
"n10",2,0.88709368495919
"n10",2,0.67586629681678
"n10",2,0.4719705721315
"n11",1,-1.3384341046855
"n11",1,-2.836518234204
"n11",1,-1.67777694658224
"n11",1,-2.11651220097228
"n11",1,-1.47459931223757
"n11",1,-2.33011077476038
"n11",1,-1.91451957973089
"n11",1,-1.5809966324535
"n11",1,-2.23614869322468
"n11",1,-1.57385721786855
"n11",1,-2.40875160652071
"n11",1,-2.12269514652521
"n11",1,-1.3466949086381
"n11",1,-1.62328661440269
"n11",1,-0.604910611572523
"n11",1,-2.17092061338551
"n11",1,-2.35244082744056
"n11",1,-0.895377487402861
"n11",1,-2.68606544034923
"n11",1,-1.94985153197074
"n11",1,2.29145770420991
"n11",1,1.78154262062987
"n11",1,4.140340766036
"n11",1,3.79032633896002
"n11",1,3.30937014161192
"n11",1,1.96988180860275
"n11",1,2.70386904080622
"n11",1,4.45309932066587
"n11",1,2.72798586864127
"n11",1,2.25884837601659
"n11",1,2.60704538622087
"n11",1,2.28306921837862
"n11",1,1.9623691401424
"n11",1,2.27233528766786
"n11",1,2.2038529935957
"n11",1,1.80114169817048
"n11",1,3.78319560314424
"n11",1,1.16813708542831
"n11",1,3.1661268562589
"n11",1,2.79903597917253
"n11",2,-1.26883454867327
"n11",2,-1.95697585022897
"n11",2,-1.08371141588063
"n11",2,-0.616160633720202
"n11",2,-1.14075656061292
"n11",2,-1.04371396863472
"n11",2,-0.64940953734549
"n11",2,-0.0864476795115429
"n11",2,-0.465861724359577
"n11",2,-1.81281080547575
"n11",2,-1.32986111602041
"n11",2,-1.72302938306647
"n11",2,-0.44836820214868
"n11",2,-0.606058914783112
"n11",2,-1.96320720425228
"n11",2,-0.433942797372146
"n11",2,-1.13694053906174
"n11",2,-0.635245839816905
"n11",2,-1.63447963042798
"n11",2,-1.49507674080892
"n11",2,4.11072625024751
"n11",2,3.51725347791069
"n11",2,3.74721568483191
"n11",2,4.03037749526604
"n11",2,4.7337422913842
"n11",2,3.70929280936087
"n11",2,4.55705193212795
"n11",2,4.32578599678972
"n11",2,3.8347804659706
"n11",2,4.24791777656283
"n11",2,2.62953512011528
"n11",2,4.27677497899602
"n11",2,3.95206154505897
"n11",2,6.00805002556501
"n11",2,5.17044853042104
"n11",2,4.38139461852455
"n11",2,4.43720302261291
"n11",2,4.81102427313354
"n11",2,2.78880441283034
"n11",2,2.3633253313
"n12",1,1
"n12",1,1
"n12",1,3
"n12",1,2
"n12",1,4
"n12",1,1
"n12",1,1
"n12",1,1
"n12",1,4
"n12",1,5
"n12",1,5
"n12",1,1
"n12",1,1
"n12",1,3
"n12",1,3
"n12",1,1
"n12",1,5
"n12",1,1
"n12",1,1
"n12",1,4
"n12",1,4
"n12",1,5
"n12",1,4
"n12",1,1
"n12",1,4
"n12",1,4
"n12",1,4
"n12",1,1
"n12",1,1
"n12",1,1
"n12",1,1
"n12",1,1
"n12",1,1
"n12",1,4
"n12",1,5
"n12",1,4
"n12",1,4
"n12",1,2
"n12",1,2
"n12",1,1
"n12",1,5
"n12",1,5
"n12",1,4
"n12",1,4
"n12",1,1
"n12",1,3
"n12",1,1
"n12",1,1
"n12",1,4
"n12",1,3
"n12",2,5
"n12",2,3
"n12",2,2
"n12",2,2
"n12",2,5
"n12",2,4
"n12",2,5
"n12",2,3
"n12",2,1
"n12",2,2
"n12",2,2
"n12",2,2
"n12",2,1
"n12",2,2
"n12",2,2
"n12",2,3
"n12",2,3
"n12",2,5
"n12",2,2
"n12",2,2
"n12",2,2
"n12",2,4
"n12",2,4
"n12",2,5
"n12",2,3
"n12",2,3
"n12",2,1
"n12",2,5
"n12",2,1
"n12",2,3
"n12",2,4
"n12",2,5
"n12",2,4
"n12",2,1
"n12",2,1
"n12",2,4
"n12",2,3
"n12",2,3
"n12",2,4
"n12",2,5
"n12",2,2
"n12",2,2
"n12",2,5
"n12",2,5
"n12",2,3
"n12",2,1
"n12",2,1
"n12",2,5
"n12",2,1
"n12",2,5
"n13",1,10.7412779758663
"n13",1,12.0814022004583
"n13",1,5.71572182553384
"n13",1,12.6234212719032
"n13",1,9.87081953553691
"n13",1,9.7978578052076
